1	522	20.28%	522	51.03%	5318865	17.85%	0	0.00%	172.92.217.114
2	119	4.62%	110	10.75%	191241	0.64%	13	1.96%	97.113.195.184
3	95	3.69%	85	8.31%	7016468	23.55%	4	0.60%	174.6.84.196
4	92	3.57%	75	7.33%	154354	0.52%	8	1.21%	97.113.195.234
5	91	3.54%	82	8.02%	266	0.00%	7	1.06%	216.73.216.81
6	84	3.26%	75	7.33%	127297	0.43%	8	1.21%	75.172.10.116
7	70	2.72%	53	5.18%	207214	0.70%	6	0.90%	198.73.178.234
8	53	2.06%	46	4.50%	291311	0.98%	2	0.30%	199.30.250.54
9	44	1.71%	25	2.44%	219151	0.74%	1	0.15%	24.56.250.176
10	37	1.44%	30	2.93%	696393	2.34%	2	0.30%	169.204.230.186
11	35	1.36%	31	3.03%	43141	0.14%	2	0.30%	75.109.192.102
12	33	1.28%	25	2.44%	2002679	6.72%	2	0.30%	208.71.163.202
13	33	1.28%	32	3.13%	4006891	13.45%	2	0.30%	67.168.175.242
14	32	1.24%	29	2.83%	1505069	5.05%	1	0.15%	73.238.39.91
15	30	1.17%	14	1.37%	749622	2.52%	2	0.30%	90.28.27.82
16	28	1.09%	27	2.64%	198725	0.67%	1	0.15%	174.61.177.11
17	25	0.97%	13	1.27%	784	0.00%	18	2.71%	192.178.6.33
18	25	0.97%	18	1.76%	509	0.00%	18	2.71%	192.178.6.34
19	24	0.93%	23	2.25%	279964	0.94%	1	0.15%	73.239.239.113
20	19	0.74%	8	0.78%	355	0.00%	11	1.66%	192.178.6.35
21	18	0.70%	13	1.27%	2341787	7.86%	1	0.15%	69.172.151.16
22	17	0.66%	9	0.88%	478	0.00%	8	1.21%	216.73.216.57
23	15	0.58%	15	1.47%	27	0.00%	15	2.26%	142.244.64.73
24	13	0.51%	12	1.17%	108942	0.37%	2	0.30%	136.25.134.28
25	13	0.51%	12	1.17%	445635	1.50%	0	0.00%	193.49.103.241
26	12	0.47%	9	0.88%	530732	1.78%	2	0.30%	101.99.177.28
27	12	0.47%	11	1.08%	21192	0.07%	1	0.15%	168.99.13.163
28	11	0.43%	10	0.98%	244548	0.82%	1	0.15%	71.231.224.30
29	11	0.43%	8	0.78%	404202	1.36%	1	0.15%	73.193.80.21
30	11	0.43%	10	0.98%	287896	0.97%	1	0.15%	73.239.95.126

